"EUKA-PLB15","EUKA PUPPY LARGE BREED 15 KG","","","",11,"SAK",0.00,0.00,9.00,1.00,549065.3900,835000.0000,820000.0000,929000.0000,0.00,0.00,3.00,0.00,F,52.08,0,10/08/2016,/  /,/  /,02/01/2012,/  /,0.00,"EUKA-PLB1",0.00,0,0.0000,49.34,69.20,0,0,0,"EUKA-PLB15",02/03/2016 06:56:29,0
"EUKA-ALB15","EUKA ADLT DOG LARGE BREED 15 KG","","","",11,"SAK",0.00,0.00,11.00,1.00,507400.0000,600000.0000,580000.0000,865000.0000,0.00,0.00,0.00,1.00,F,18.25,0,11/14/2016,/  /,/  /,02/01/2012,/  /,0.00,"EUKA-ADL1",0.00,0,0.0000,14.31,70.48,0,0,0,"EUKA-ALB15",02/03/2016 06:56:29,0
"IAMS-K10","IAMS KITTEN CHICKEN 10 KG","","","",11,"SAK",0.00,0.00,0.00,1.00,184219.1500,650000.0000,630000.0000,780000.0000,0.00,0.00,0.00,1.00,F,252.84,0,09/07/2015,/  /,/  /,07/09/2011,/  /,0.00,"IAMS-K1",0.00,0,0.0000,241.98,323.41,0,0,0,"IAMS-K10",02/03/2016 06:56:29,0
"IAMS-AC9","IAMS ADLT CAT 9 KG","","","",11,"SAK",0.00,0.00,0.00,1.00,412500.0000,465000.0000,455000.0000,440000.0000,0.00,0.00,0.00,0.00,F,12.73,0,/  /,/  /,/  /,/  /,/  /,0.00,"IAMS-AC1",0.00,0,0.0000,10.30,6.67,0,0,0,"IAMS-AC9",02/03/2016 06:56:29,0
"IAMS-AC15","IAMS ADLT CAT CHICKEN 15 KG","","","",11,"SAK",0.00,0.00,3.00,1.00,372867.5000,900000.0000,880000.0000,1050000.0000,0.00,0.00,0.00,0.00,F,141.37,0,10/17/2016,/  /,/  /,/  /,/  /,0.00,"IAMS-AC1",0.00,0,0.0000,136.01,181.60,0,0,0,"IAMS-AC15",02/03/2016 06:56:29,0
"PRIME-P9","PRIME CHOICE PUPPY 9 KG","","","",24,"SAK",0.00,17.00,0.00,1.00,195037.6471,280000.0000,270000.0000,307000.0000,0.00,0.00,0.00,0.00,F,60.08,0,03/19/2015,/  /,/  /,08/18/2011,/  /,0.00,"PRIME-P1",0.00,0,0.0000,54.37,75.52,0,0,0,"PRIME-P9",02/03/2016 06:56:29,0
"PRIME-ACOF8","PRIME CHOICE ADLT CAT OF 8 KG","","","",24,"SAK",0.00,0.00,0.00,1.00,199125.0000,280000.0000,270000.0000,236000.0000,0.00,0.00,0.00,0.00,F,40.62,0,/  /,/  /,/  /,/  /,/  /,0.00,"PRIME-AC1",0.00,0,0.0000,35.59,18.52,0,0,0,"PRIME-ACOF8",02/03/2016 06:56:29,0
"ACANA-ALB1","ACANA ADLT LARGE BREED 1 KG","","","",27,"KG",0.00,0.00,88.00,1.00,43000.0000,90000.0000,90000.0000,90000.0000,0.00,0.00,67.00,0.00,F,109.30,0,07/19/2016,/  /,/  /,/  /,/  /,0.00,"",0.00,0,0.0000,109.30,109.30,0,0,0,"ACANA-ALB1",02/03/2016 06:56:29,0
"PRIME-ACC8","PRIME CHOICE ADLT CAT CHICKEN 8 KG","","","",24,"SAK",0.00,0.00,0.00,1.00,199125.0000,280000.0000,270000.0000,236000.0000,0.00,0.00,0.00,0.00,F,40.62,0,/  /,/  /,/  /,/  /,/  /,0.00,"PRIME-AC1",0.00,0,0.0000,35.59,18.52,0,0,0,"PRIME-ACC8",02/03/2016 06:56:29,0
"PRIME-AD18","PRIME CHOICE ADLT DOG BEEF 18 KG","","","",24,"SAK",0.00,12.00,1.00,1.00,324370.0000,480000.0000,465000.0000,526000.0000,0.00,0.00,0.00,1.00,F,47.01,0,07/01/2016,/  /,/  /,10/10/2011,/  /,0.00,"PRIME-AD1",0.00,0,0.0000,42.41,61.10,0,0,0,"PRIME-AD18",02/03/2016 06:56:29,0
